135,6230,3353,8,1992-02-12
136,4853,3285,15,1981-02-15
137,7288,8099,14,1981-05-13
138,9985,7438,16,1991-08-24
139,6695,3067,8,2003-12-04
140,2285,3855,16,2017-11-24
141,4125,6843,5,1974-10-13
142,8314,3029,11,1976-05-06
143,627,4889,20,1991-07-10
144,6843,8674,7,1970-08-07
145,5631,2882,12,1973-07-23
146,6158,5086,15,1988-08-23
147,2084,8099,9,1987-11-07
148,9238,3266,1,1972-05-07
149,6867,8772,13,2009-10-03
150,3861,5328,18,1999-10-04
151,5770,2705,16,1984-08-18
152,4099,1427,4,1973-08-19
153,7307,7790,2,2007-09-23
154,6518,3405,7,1984-04-29
155,7653,4175,18,2001-05-15
156,7321,8883,10,1999-08-11
157,9961,5766,4,2008-03-09
158,7218,9784,1,2016-07-07
159,3409,4298,7,2005-12-09
160,5707,2803,18,1971-05-12
161,8132,6242,18,2000-06-03
162,306,1307,3,1995-02-24
163,9908,8783,2,1976-11-16
164,9621,978,3,2003-03-26
165,215,2702,13,1975-01-12
166,9571,5073,2,2006-05-23
167,1680,5889,8,1976-04-07
168,1766,7283,10,1978-11-13
169,4978,7598,11,1992-06-26
170,4186,8475,12,2010-09-28
171,2768,1240,10,2010-11-15
172,2197,8832,20,1990-12-02
173,7802,5463,7,1996-10-14
174,8714,458,16,2000-11-09
175,4547,3789,15,2009-07-30
176,7568,6068,2,2010-05-14
177,7076,8032,12,2011-10-09
178,3643,3824,17,1990-02-14
179,6982,8170,14,2004-07-10
180,9929,2185,20,1990-07-19
181,109,9726,9,2014-01-31
182,4437,5004,13,2008-10-16
183,4790,2609,14,2005-01-03
184,4848,4249,18,2007-04-07
185,4511,3381,8,2017-01-05
186,7042,9265,15,2012-10-19
187,8929,8274,10,1985-04-11
188,1696,8565,16,1981-05-28
189,6999,4303,15,1975-03-17
190,8321,5739,7,1986-05-21
191,2937,2810,7,2011-06-16
192,6263,203,4,1992-10-08
193,3018,3743,18,1979-07-08
194,855,1462,15,1998-02-05
195,2890,455,10,2005-07-29
196,8990,7351,17,1995-01-16
197,9356,3488,5,1995-01-12
198,8696,6187,14,1973-06-19
199,7622,1513,16,2016-07-17
200,2840,8039,19,1972-02-05
201,1374,9637,3,1974-04-15
202,5598,1030,1,1974-03-19
203,5661,4512,11,1994-03-26
204,6075,7384,12,2019-10-13
205,8001,2217,17,1989-09-19
206,3100,9359,8,1988-12-06
207,1452,3934,11,2010-05-04
208,251,5075,7,1994-06-15
209,2651,6766,6,1980-02-27
210,6108,8194,19,1977-12-27
211,9351,3663,19,1979-07-08
212,4107,9059,20,1994-03-13
213,1274,8496,13,1993-07-25
214,4382,4791,3,2013-01-30
215,4338,5520,12,1988-03-22
216,7262,2090,4,1978-09-07
217,6033,4791,15,1987-11-18
218,7530,5275,5,2009-09-09
219,7746,7676,20,1999-10-23
220,5172,3964,3,2009-02-27
221,6628,2906,13,1997-12-26
222,3137,3415,2,1972-12-31
223,5375,6059,19,1979-03-09
224,2463,1684,19,1974-11-26
225,1340,1928,2,1978-04-13
226,333,6678,9,2010-12-22
227,2958,8851,2,2012-07-26
228,2134,5661,14,2018-01-18
229,1750,4119,17,1974-12-29
230,3025,3365,7,1989-01-22
231,7376,2336,18,2001-02-14
232,7127,2138,9,1981-03-14
233,3144,6892,4,2018-01-17
234,6475,391,1,1999-03-20
235,1551,2501,11,2011-06-12
236,9384,2953,1,2017-01-23
237,4441,1598,13,1978-11-26
238,654,6961,1,2016-03-06
239,2348,434,18,2011-01-03
240,4400,8454,16,1997-09-19
241,3565,3281,10,2006-11-16
242,9642,9835,11,1976-02-01
243,5110,7287,11,1973-04-06
244,6617,2952,15,1970-09-15
245,7253,856,8,2010-03-27
246,615,5684,16,2010-11-23
247,9577,4948,13,2004-04-25
248,1666,1234,10,1983-02-24
249,6090,6547,12,1995-08-14
250,5502,4028,11,1987-01-29
251,4583,3275,8,2003-08-23
252,3926,1426,15,1979-01-08
253,9642,7051,13,1973-03-26
254,4070,9168,7,2009-09-26
255,5787,8559,10,1976-08-20
256,8438,3900,1,1981-05-15
257,333,1455,16,2009-09-05
258,2498,983,2,2001-09-08
259,7425,7405,15,2016-01-01
260,7731,6065,10,2013-11-06
261,8051,5876,18,1993-02-18
262,5188,4649,10,2011-09-15
263,9242,283,6,2011-07-27
264,4241,8771,6,2006-03-09
265,6590,5525,12,2006-03-15
266,7494,2966,8,2005-05-11
267,1857,4076,18,1997-10-05
268,7447,2360,15,1995-06-10
269,2437,5571,17,2001-11-03
270,6713,8713,16,1971-09-01
271,7575,6083,18,1983-06-07
272,4048,6200,12,1990-03-26
273,1615,4649,7,1991-10-07
274,5497,6157,7,1975-09-03
275,7776,9800,4,1991-04-20
276,1608,8328,9,1972-10-19
277,9314,1910,17,1979-02-12
278,470,9637,11,2008-04-08
279,4351,7167,2,2005-05-02
280,973,3096,19,1976-11-13
281,5345,2031,7,1972-09-30
282,9267,5184,2,2007-01-28
283,9661,6002,16,1983-09-10
284,3178,6571,13,1985-04-15
285,5648,3456,15,2019-03-09
286,8715,9612,2,1972-11-02
287,2882,6944,8,1997-08-15
288,4592,9943,11,2007-10-23
289,2251,5481,17,1985-03-18
290,8354,8835,13,1983-02-23
291,7823,1411,8,1979-07-09
292,6763,4576,2,1990-05-10
293,6772,134,7,1983-07-31
294,8054,7358,9,1972-12-25
295,9611,4036,10,2001-11-11
296,1119,756,12,2003-09-02
297,4121,4734,8,1977-12-08
298,684,890,3,1989-11-24
299,3142,1802,14,2010-07-23
300,7560,5225,13,2006-04-16
301,1503,7084,6,1992-04-28
302,7289,8482,6,1992-09-17
303,3735,8689,12,1991-11-16
304,6014,6346,5,2008-12-16
305,551,6242,10,2015-07-16
306,4542,4519,10,1980-11-22
307,9067,7103,17,1975-01-21
308,9377,9606,4,1972-04-29
309,2682,9258,3,1977-05-28
310,6555,5299,2,2002-05-25
311,8815,5559,11,1977-12-27
312,4263,1357,6,1992-06-21
313,8301,9207,16,1979-08-04
314,5881,3645,10,1993-07-23
315,9975,9943,5,1977-07-03
316,4283,4832,17,1974-02-17
317,4536,2017,10,2014-12-21
318,5028,978,10,2014-05-07
319,638,840,4,2005-02-03
320,9009,4555,13,2017-09-13
321,5892,657,2,2000-07-10
322,4904,8804,2,1993-05-12
323,1140,2595,9,2003-07-19
324,2568,4145,17,1996-06-17
325,618,243,20,1982-03-07
326,1030,4154,5,1980-01-14
327,6755,4610,17,1995-08-17
328,5672,3720,12,2001-11-11
329,3111,8762,20,2001-06-24
330,7465,712,1,1986-12-04
331,4459,985,15,1994-02-14
332,4521,1451,9,2014-09-18
333,4870,4507,19,2008-03-21
334,4415,7339,9,1981-11-10
335,8483,4309,16,2006-11-25
336,7522,1526,18,1997-01-27
337,309,1138,5,1979-10-27
338,4927,407,1,2019-03-19
339,4849,138,11,1974-03-24
340,5461,7928,3,2004-10-09
341,9658,9469,18,1977-12-22
342,3074,3387,11,1977-05-20
343,688,7129,13,2005-04-28
344,5920,541,17,1984-03-08
345,9627,9913,8,1993-10-21
346,1763,9744,14,1997-06-04
347,4023,3330,10,1974-03-15
348,8778,6025,1,2000-02-23
349,7546,3987,20,1975-05-06
350,7781,6262,20,1977-12-24
351,9346,1568,18,1987-02-05
352,4854,3140,18,1991-10-11
353,1414,7569,9,1977-11-14
354,5134,9077,17,1976-01-18
355,4561,506,3,2010-07-04
356,886,5478,20,1995-02-20
357,5465,173,14,2019-10-17
358,8432,9947,20,1980-09-03
359,7207,1459,2,2017-12-24
360,483,6250,8,2013-11-24
361,6050,7821,5,1977-07-28
362,8644,375,17,2006-04-15
363,6540,9220,7,1976-08-08
364,8193,3023,18,2002-09-26
365,2471,6750,13,1974-03-02
366,7674,3572,9,1983-05-06
367,7667,6025,16,1974-07-23
368,7142,8392,15,1988-02-12
369,1612,8926,14,1977-06-21
370,2138,6734,20,1988-09-18
371,5966,3622,16,1997-12-27
372,4579,8529,11,2014-06-21
373,4171,4445,19,2018-05-28
374,6826,8258,1,1979-12-16
375,3140,8651,11,2006-04-02
376,850,2264,9,1985-03-13
377,2969,7218,19,2007-10-29
378,2506,3255,2,2012-11-01
379,8180,7316,3,1994-05-03
380,8544,9605,7,2006-10-23
381,3467,919,20,1989-10-26
382,9099,4233,20,2001-01-01
383,8728,8867,3,1999-10-08
384,6905,4728,10,1998-12-29
385,5913,3066,15,1987-12-25
386,9305,5045,19,1985-07-13
387,8291,6694,17,2013-05-14
388,2844,7793,10,1991-06-23
389,4510,5074,11,1997-06-10
390,4160,7776,10,1971-02-07
391,6910,2343,17,2003-03-05
392,2129,5444,2,1987-06-11
393,1954,7417,16,2008-06-03
394,6358,6385,5,1991-11-25
395,5139,1779,8,2013-09-06
396,998,2185,13,2016-03-18
397,6783,481,2,2012-10-01
398,8901,4926,19,2001-07-16
399,1326,7243,17,1998-03-10
400,5071,849,4,1986-05-22
401,6794,1143,16,1989-09-20
402,1385,6739,20,1978-04-29
403,596,4744,8,1997-07-31
404,7672,8128,8,1989-03-23
405,3811,1652,17,1991-08-12
406,6810,965,4,1985-11-09
407,8183,7098,10,1983-09-29
408,1943,9388,13,1993-06-06
409,9499,3960,8,1997-07-31
410,3880,2649,6,1985-11-20
411,7388,4714,17,2011-10-03
412,9128,7006,1,2007-03-23
413,4689,5489,4,2012-05-02
414,7487,8677,2,1986-03-09
415,8632,3488,5,2018-09-01
416,4164,5418,4,2013-11-26
417,8524,792,1,1972-08-01
418,1804,6896,11,1976-02-24
419,9287,3055,4,1986-01-08
420,201,6138,11,1983-12-31
421,9879,5744,19,1995-10-17
422,8481,1810,20,1975-12-29
423,8312,3279,9,2010-07-25
424,3768,8152,2,1976-12-05
425,8115,6394,19,2013-07-13
426,7933,9044,11,1993-11-17
427,612,9794,14,2005-04-23
428,9927,9030,10,1980-07-01
429,5608,7099,8,1987-06-04
430,2027,6834,15,1970-06-06
431,1092,8024,18,1992-12-29
432,9066,9605,5,2010-07-05
433,4450,1078,18,1977-06-04
434,6397,1645,14,2007-08-07
435,1549,7561,7,1994-03-06
436,5868,9372,18,1973-08-11
437,7395,7933,12,2011-02-22
438,1466,6426,15,2008-07-12
439,1865,7046,17,1984-01-06
440,2320,1233,8,2007-03-24
441,8575,9779,6,2003-09-28
442,1558,7238,18,1976-06-20
443,8167,6366,8,2008-12-26
444,5844,7977,14,2013-06-14
445,8844,4203,1,1974-07-13
446,398,7383,12,1990-06-17
447,3903,9770,6,2006-08-22
448,1141,4944,9,1991-02-18
449,3557,9041,16,1985-01-27
450,4258,6880,11,1992-03-31
451,5847,7031,8,2013-05-27
452,8643,5794,10,1970-08-11
453,3228,9763,16,2009-12-06
454,886,2857,15,1988-10-13
455,7557,3197,3,1981-06-08
456,7744,7291,7,1995-12-28
457,84,3893,8,1982-10-30
458,8355,9026,20,1975-03-26
459,6419,9731,8,1998-12-03
460,5498,250,20,1975-04-30
461,9048,6443,10,1986-04-25
462,4291,7460,5,2002-05-30
463,301,8530,6,2000-02-18
464,1390,1753,4,1970-03-08
465,4259,4541,20,1988-08-31
466,3437,831,3,1992-05-31
467,425,8700,10,1974-02-07
468,6363,6082,2,1979-06-29
469,359,6612,19,1987-01-28
470,9757,5819,14,1976-07-26
471,8187,4570,20,1990-09-06
472,7797,1474,4,1989-06-25
473,6986,2678,13,1996-12-06
474,6658,4523,18,1987-02-10
475,1920,3046,15,1984-10-25
476,7924,7987,20,2000-02-04
477,5697,1912,17,2014-01-02
478,5313,1727,9,2002-04-07
479,929,4978,4,1972-06-29
480,7356,6021,3,2016-07-26
481,3700,2287,13,2013-11-28
482,4809,5513,6,1971-04-11
483,4425,8342,6,1971-05-20
484,8511,7566,16,1975-08-03
485,5056,8969,7,1974-04-20
486,2711,4032,17,1976-10-02
487,8924,1349,1,1997-10-16
488,8554,2994,20,1972-07-13
489,6354,9993,3,1982-05-03
490,9662,5437,13,1980-05-04
491,31,6744,11,2014-01-29
492,5625,5825,1,1976-03-25
493,3477,5137,12,1996-01-09
494,1344,4269,2,1985-10-16
495,1957,1450,10,2010-08-27
496,4442,3424,6,1988-09-23
497,7690,2212,6,1981-04-16
498,686,3984,15,1996-10-08
499,3998,6146,16,2019-09-03
500,4217,199,18,2001-07-01
501,6348,6789,15,1995-04-29
502,6514,3091,18,1980-12-22
503,2242,1289,10,1980-05-27
504,6989,443,9,1976-10-05
505,8723,1044,14,1999-02-22
506,650,6859,13,1974-03-03
507,8359,1315,13,2000-07-08
508,8345,2688,1,1973-05-27
509,364,6799,20,2005-11-12
510,4338,4088,16,1984-11-11
511,8629,8762,18,1973-12-31
512,4500,4945,1,2017-01-18
513,6946,827,12,2004-02-07
514,8681,1671,12,1988-07-06
515,5757,6682,4,2010-09-21
516,2228,2182,4,2005-10-24
517,7674,736,20,1987-05-30
518,5272,479,8,1998-11-27
519,6493,8193,14,2018-06-20
520,7628,875,7,1975-02-15
521,5335,3379,2,2009-12-07
522,1182,7244,8,1972-08-03
523,8227,4065,19,1991-01-20
524,1459,5352,12,2006-10-20
525,9844,9447,2,1977-04-04
526,6317,9441,14,2019-06-01
527,94,2623,1,1992-10-04
528,5485,8397,1,2018-09-05
529,5818,1053,8,1993-02-05
530,1710,4612,15,1991-10-13
531,9069,5884,5,2002-10-12
532,6202,1488,11,2001-07-16
533,5857,1074,8,1983-09-13
534,1946,425,15,1991-01-24
535,1345,7012,10,1982-01-05
536,9359,1145,19,1995-03-26
537,5862,9337,13,2005-09-29
538,3506,3314,7,1982-03-30
539,1131,2096,2,1987-04-06
540,4160,2371,8,1998-09-09
541,2015,5017,6,2006-06-21
542,3420,2786,8,1982-06-20
543,6972,1023,16,1998-07-28
544,5985,1947,2,1985-02-19
545,8430,3204,14,2019-04-02
546,6350,6750,17,1991-03-15
547,78,7353,8,2001-12-11
548,1448,4901,8,1979-06-19
549,7169,4548,20,1978-06-04
550,8365,6280,14,1999-01-23
551,1949,6032,8,2019-02-24
552,3050,9362,11,1985-04-22
553,583,7927,4,1998-11-09
554,2662,5911,11,1977-08-21
555,5292,4613,5,1997-09-22
556,4868,4169,14,1984-03-30
557,5799,6280,13,2006-06-14
558,9411,8227,6,1970-12-13
559,8742,8174,18,1984-07-06
560,2922,6683,19,2012-09-13
561,9247,7556,2,1981-07-09
562,4009,5596,2,2001-06-23
563,97,1185,16,1994-01-06
564,8266,1324,18,1970-10-28
565,8306,4927,5,1998-08-09
566,8473,4127,12,1992-05-31
567,3369,4214,19,2004-04-21
568,329,76,14,1984-12-13
569,1212,4857,3,2001-12-05
570,6308,3906,14,1977-10-08
571,8088,5710,3,2008-03-30
572,5841,6944,2,1994-07-29
573,5929,8990,9,1975-12-10
574,8205,3103,11,1973-05-13
575,7056,7850,14,1998-10-09
576,4852,4966,15,1976-10-17
577,493,4392,9,1998-08-12
578,1486,4960,2,2007-03-26
579,226,2062,3,1977-07-03
580,2990,6330,4,1999-02-11
581,4117,2398,5,2018-12-10
582,9786,9442,8,1978-05-14
583,6773,2276,16,1988-08-23
584,6620,668,5,2008-08-03
585,5734,2269,5,2003-12-24
586,2408,1941,19,2016-12-02
587,1552,4576,20,2008-07-13
588,2190,5223,7,1987-09-20
589,3456,6941,17,2019-06-23
590,8505,3252,11,2013-10-19
591,6314,2436,14,1985-01-29
592,2063,4418,4,1985-07-23
593,7807,1058,14,1972-01-20
594,3357,5567,10,1978-12-23
595,4809,2327,3,2017-04-02
596,7708,26,1,2007-01-23
597,9758,9600,11,1971-12-12
598,4234,7462,19,2010-04-02
599,2987,1991,13,1973-03-27
600,5206,6541,15,2014-08-29
601,4550,2255,15,1975-12-13
602,5053,8969,12,1982-08-27
603,4307,205,7,2008-02-19
604,5068,5676,13,1989-03-12
605,267,3230,15,1995-12-19
606,8471,1883,20,1990-03-04
607,3125,5104,12,1971-05-06
608,9116,6250,11,1992-10-09
609,1916,2621,7,2017-03-26
610,5772,3403,7,1974-12-24
611,4623,6443,8,2005-05-14
612,813,5225,9,2015-10-13
613,7114,6117,17,1996-08-27
614,4066,8276,6,1983-12-08
615,2730,3595,11,1980-09-19
616,5844,5722,9,2003-09-17
617,3903,1858,16,1972-01-18
618,4759,772,1,2006-04-24
619,7444,2708,6,2000-08-22
620,7686,3263,15,1981-05-21
621,8115,4195,4,2009-10-18
622,4818,8368,16,2007-06-01
623,2117,1458,2,2008-02-02
624,2466,3608,6,1983-06-08
625,1698,8466,20,1993-11-07
626,8116,1848,1,2008-01-20
627,7692,9575,10,1985-11-18
628,5080,8273,1,1986-10-09
629,2227,3564,13,1999-03-17
630,7943,231,7,1986-10-23
631,1779,6015,11,2005-10-27
632,4564,6339,19,1971-06-13
633,2355,3658,10,1988-10-06
634,3149,7903,5,2010-08-06
635,835,4027,10,1976-07-28
636,1480,9990,2,1988-12-20
637,4974,5289,10,1994-06-14
638,6922,4681,4,1972-11-26
639,6663,4313,9,1999-03-11
640,4763,8115,5,1999-10-02
641,943,8083,19,1977-03-27
642,7458,323,14,2017-11-22
643,7045,3916,6,1990-05-17
644,8834,1745,18,1980-09-30
645,9553,8223,5,1995-03-13
646,7509,5744,9,1982-04-11
647,5523,4098,6,1974-10-30
648,3728,1946,7,2018-12-25
649,6917,5893,11,1997-10-28
650,5620,5227,14,1990-04-28
651,3655,4707,11,1975-11-12
652,3303,96,15,1990-05-30
653,5144,3182,13,1993-03-27
654,1263,4869,17,1992-06-09
655,9251,259,4,1992-05-28
656,8826,9944,9,1971-10-24
657,3595,4253,15,1999-09-09
658,5188,165,3,2007-07-08
659,705,7875,2,1995-09-02
660,1966,5048,11,2008-11-25
661,4019,9350,20,1996-05-07
662,71,9762,19,2011-10-06
663,5435,4054,20,1979-05-05
664,7602,8823,13,1971-08-08
665,1391,3144,13,1994-05-14
666,1971,1051,1,2015-05-27
667,9195,691,17,1977-03-12
668,649,6658,15,2008-05-05
669,162,1653,19,2009-01-28
670,9640,8856,8,1986-11-13
671,857,6778,17,1979-07-12
672,676,9664,2,1972-05-22
673,939,6423,9,2009-01-20
674,2267,3869,7,1994-05-17
675,2696,5954,1,1982-03-02
676,5368,7408,11,1989-12-27
677,5871,997,14,1973-05-10
678,4150,6401,6,1980-06-22
679,4489,9178,8,1981-09-14
680,6712,8096,13,1999-01-01
681,1434,3827,2,1999-11-26
682,3433,426,17,1970-06-27
683,6752,8442,3,1989-03-13
684,1332,608,16,2006-03-04
685,5044,9818,10,2002-06-18
686,1188,5601,16,1977-05-13
687,2059,5014,2,1974-07-17
688,9213,9312,18,2004-04-28
689,8003,7953,13,1994-08-11
690,901,1320,16,1975-02-07
691,9228,6324,9,2008-02-12
692,8665,1275,2,2017-10-28
693,9966,1259,3,1992-05-15
694,6477,5768,2,1998-11-16
695,707,7466,3,1974-07-01
696,942,7269,5,2014-11-14
697,9229,6744,19,1986-05-17
698,6163,3912,10,1971-08-24
699,19,3403,7,1976-12-03
700,8428,6292,11,2007-10-18
701,4895,7408,1,1981-10-31
702,4634,6805,9,1988-05-09
703,9291,5211,10,2006-01-27
704,5901,8819,14,2001-02-28
705,8430,144,19,2013-10-23
706,1980,2458,7,1986-01-05
707,539,7033,11,1984-04-13
708,8249,6993,11,2002-03-24
709,7310,9502,7,1997-02-27
710,7330,3734,17,1999-04-03
711,179,5309,11,1977-04-27
712,8855,4891,5,1994-09-11
713,8857,3127,11,2003-06-10
714,7109,9150,16,2006-01-23
715,1089,4863,11,1992-08-07
716,4855,5788,3,2004-04-17
717,7294,9711,1,1990-06-11
718,6789,6360,15,2005-12-14
719,5910,1011,12,1978-12-16
720,2652,9412,13,2002-01-23
721,8586,20,18,1997-01-26
722,8634,3520,12,2004-12-31
723,810,4054,5,1979-04-09
724,7588,7693,8,1982-08-17
725,6299,4808,16,1976-10-28
726,2393,4948,19,1973-06-03
727,3410,2968,6,2003-02-06
728,2629,5630,17,2019-04-08
729,6416,5057,9,2012-10-07
730,9570,911,10,1976-03-28
731,5496,4936,17,2000-01-25
732,6602,3637,12,2016-09-28
733,9314,903,13,2013-10-23
734,4045,6848,17,2010-05-14
735,1016,9878,1,1973-06-28
736,1918,2269,13,1970-01-27
737,2880,7059,10,2015-06-05
738,3846,1706,7,2006-05-31
739,7200,8558,14,1984-10-14
740,8392,3975,9,1970-04-29
741,4438,3844,17,1997-05-13
742,1997,8074,20,2011-06-02
743,4534,6644,4,2003-04-03
744,2783,7611,16,1986-08-15
745,2620,3799,4,1982-09-18
746,6108,7596,2,1990-04-11
747,5952,8449,16,1970-12-25
748,8279,2570,2,2014-08-25
749,1332,2837,4,2004-08-11
750,1563,6658,3,1997-04-07
751,4006,9426,11,2000-09-12
752,3211,751,6,1973-08-11
753,7256,7183,7,1975-05-23
754,1982,1371,11,1982-06-14
755,1390,454,13,2010-07-04
756,8948,1869,10,1970-12-28
757,1617,5695,13,1979-05-26
758,3638,801,7,1987-07-14
759,1415,9479,18,1997-01-22
760,4041,9186,8,2004-09-18
761,8284,3299,7,2007-10-13
762,276,805,15,2016-07-21
763,2595,5422,18,2001-03-19
764,9052,4303,2,1978-07-19
765,5989,4047,11,1984-07-29
766,5615,5717,2,2000-03-13
767,7844,6160,10,2009-05-13
768,5405,8639,14,2006-11-12
769,4117,2073,4,2000-06-28
770,4683,955,11,2003-08-10
771,8046,5400,2,1987-06-18
772,685,5652,17,1997-03-09
773,7305,7912,12,2003-11-10
774,1180,5888,15,2001-06-26
775,9715,6458,1,1983-08-27
776,8132,8868,13,2018-11-10
777,9534,4160,19,1972-06-30
778,9694,4978,19,1996-07-05
779,61,8626,16,2000-10-17
780,1964,8211,16,1974-09-17
781,7878,873,13,2001-08-19
782,2275,7575,4,1978-12-25
783,9942,5257,18,1991-02-22
784,7940,6089,18,2001-10-31
785,6340,5644,6,1980-06-20
786,8912,6618,1,1979-06-20
787,7040,7703,11,1984-08-25
788,9302,4627,18,1971-03-06
789,1560,8935,18,1986-09-27
790,1828,3329,18,1981-05-17
791,1547,2314,5,1990-02-19
792,6458,6515,8,2004-07-02
793,1471,5725,16,2007-06-25
794,9054,3192,4,2008-09-21
795,4333,1508,18,1996-08-08
796,5754,4301,8,2002-07-01
797,3745,6502,20,1999-03-14
798,2599,7660,8,2007-07-20
799,4282,8394,14,1984-11-08
800,9362,9722,3,2016-04-20
801,1492,172,7,1987-03-07
802,8068,4515,14,2011-02-01
803,1682,2235,14,2017-12-21
804,3289,9303,1,1971-07-07
805,8027,2346,5,1977-07-25
806,7874,7921,9,2002-08-27
807,3818,9046,17,1997-09-23
808,8472,3439,6,1997-05-11
809,3569,9262,19,1982-06-16
810,2385,2295,6,2014-06-18
811,4597,1601,7,1994-08-31
812,6086,4933,9,2005-11-21
813,5666,1495,2,1996-01-12
814,6217,8068,20,1998-08-31
815,3420,8776,9,1991-03-10
816,612,191,16,1974-09-18
817,727,7784,4,2019-07-08
818,1448,1744,10,1991-10-12
819,4924,5641,4,1995-08-11
820,2332,4544,5,2018-12-14
821,3590,815,18,2007-10-22
822,337,8315,9,2011-11-15
823,1234,2071,18,1977-07-23
824,3682,4792,18,1975-04-30
825,8925,2302,1,2011-06-01
826,5242,2249,5,1997-11-03
827,5595,3033,19,1990-03-31
828,9950,2955,8,1993-02-11
829,7735,4529,12,2001-10-18
830,5640,1610,18,2017-12-24
831,2704,164,19,1970-10-19
832,8382,8661,3,2013-05-24
833,7976,1551,15,1989-01-25
