191,4,14,7,325
192,2,99,4,326
193,8,56,7,1302
194,1,10,9,373
195,7,94,5,1472
196,13,34,1,833
197,11,26,4,792
198,18,21,8,1026
199,2,41,3,638
200,15,5,9,1188
201,16,52,3,457
202,15,70,4,835
203,11,23,4,646
204,7,92,6,1273
205,3,13,6,725
206,15,25,8,783
207,4,52,6,1499
208,5,85,8,1444
209,18,73,3,768
210,13,77,8,306
211,10,69,4,1407
212,16,15,3,491
213,15,36,4,448
214,13,58,7,742
215,13,91,8,711
216,12,96,7,1484
217,3,34,8,750
218,14,31,4,237
219,5,16,4,172
220,4,51,9,622
221,2,97,4,528
222,5,98,6,656
223,11,54,10,1277
224,10,47,4,166
225,14,77,1,635
226,9,23,1,1407
227,13,16,4,736
228,2,6,8,1253
229,2,61,9,1310
230,7,96,3,1495
231,16,78,6,490
232,4,3,8,1333
233,20,69,10,539
234,4,9,7,1092
235,17,94,3,512
236,5,17,1,1490
237,18,50,2,924
238,3,62,7,1038
239,14,68,5,820
240,15,16,5,642
241,10,82,5,935
242,12,17,2,1195
243,17,38,5,1356
244,15,78,1,1053
245,5,85,1,134
246,5,60,3,803
247,9,12,6,1500
248,16,96,2,157
249,18,42,4,1101
250,15,95,5,1070
251,7,48,9,524
252,11,27,1,993
253,15,40,2,387
254,12,93,8,657
255,9,59,4,1500
256,5,52,9,1239
257,13,87,5,431
258,14,4,10,1130
259,1,6,9,210
260,18,42,2,340
261,19,40,8,376
262,11,16,2,52
263,15,92,4,126
264,11,31,10,1012
265,6,31,4,1246
266,13,14,1,351
267,1,44,5,987
268,11,89,7,967
269,9,30,4,1040
270,1,97,8,653
271,9,6,1,420
272,14,53,9,830
273,18,74,7,423
274,1,25,4,52
275,20,17,5,1024
276,16,32,9,247
277,5,65,8,642
278,11,80,6,1238
279,16,17,10,1230
280,20,96,5,1136
281,13,16,9,977
282,9,86,4,395
283,19,2,6,792
284,5,57,5,1489
285,20,66,6,1127
286,4,62,1,1493
287,13,86,10,1459
288,3,86,7,264
289,8,50,2,1385
290,12,28,9,1300
291,6,30,5,319
292,16,66,8,152
293,7,52,5,803
294,10,34,1,906
295,16,51,1,993
296,14,61,5,1258
297,2,86,8,397
298,10,91,7,238
299,5,17,10,126
300,16,28,5,912
301,11,12,5,408
302,6,62,1,1020
303,10,81,2,588
304,11,37,2,1484
305,16,79,4,447
306,8,99,10,463
307,6,18,2,536
308,1,85,6,1062
309,8,62,2,1321
310,20,5,10,1177
311,6,72,3,407
312,6,77,2,464
313,4,9,8,1416
314,18,17,3,868
315,19,26,8,996
316,11,47,10,931
317,14,82,9,974
318,14,45,9,278
319,16,14,10,1261
320,16,41,6,1139
321,20,75,8,546
322,14,83,8,1286
323,6,14,10,242
324,18,27,2,818
325,7,22,5,370
326,19,36,1,422
327,6,46,6,1446
328,18,72,8,1454
329,7,24,6,373
330,20,20,6,1272
331,17,25,4,743
332,11,94,2,61
333,12,40,2,911
334,12,52,4,828
335,19,31,8,935
336,7,40,5,355
337,5,69,4,360
338,12,39,2,1483
339,4,1,10,424
340,7,37,4,993
341,18,16,9,1183
342,6,37,2,843
343,14,9,3,1106
344,8,65,5,50
345,2,80,6,1406
346,19,51,1,274
347,1,18,1,505
348,11,58,10,309
349,11,91,3,1420
350,9,40,5,1349
351,11,31,1,1191
352,11,59,5,191
353,15,93,9,89
354,1,89,9,140
355,9,7,9,727
356,16,39,2,537
357,8,73,2,1309
358,18,41,8,392
359,15,78,5,505
360,10,75,1,599
361,12,87,4,665
362,16,85,1,928
363,14,27,3,409
364,7,84,10,1307
365,16,27,5,262
366,7,94,3,1117
367,11,67,4,1483
368,12,49,5,807
369,13,90,5,754
370,8,3,10,225
371,16,86,5,360
372,12,24,5,214
373,15,42,1,708
374,8,13,10,812
375,9,89,8,1277
376,12,28,8,1462
377,9,71,10,1210
378,13,29,3,1272
379,5,92,1,1488
380,1,48,10,914
381,7,43,6,761
382,1,24,4,350
383,18,81,9,356
384,10,39,7,1366
385,15,70,9,1296
386,10,73,7,642
387,16,63,8,91
388,11,28,5,903
389,15,61,3,1060
390,3,51,5,1495
391,8,38,7,138
392,16,56,4,1496
393,3,30,6,162
394,4,17,9,895
395,3,87,3,783
396,1,78,6,1414
397,9,43,8,959
398,19,56,9,903
399,12,96,7,1205
400,17,25,3,54
401,16,33,4,830
402,12,19,8,150
403,11,21,10,82
404,18,70,5,1394
405,8,19,8,926
406,1,61,6,1408
407,13,69,5,954
408,12,82,3,871
409,17,11,6,1019
410,8,38,6,1184
411,20,100,9,1110
412,11,26,4,934
413,1,11,9,606
414,4,75,3,156
415,7,53,4,129
416,12,30,6,1464
417,4,99,9,694
418,19,65,3,642
419,6,41,1,597
420,7,32,1,167
421,8,4,1,729
422,19,56,6,56
423,16,21,2,536
424,15,15,8,625
425,14,71,9,721
426,17,59,1,82
427,9,10,9,690
428,8,42,2,281
429,9,40,5,1324
430,9,71,9,682
431,16,44,1,981
432,16,41,10,50
433,3,38,6,447
434,14,4,7,1419
435,11,76,3,1031
436,11,84,3,1166
437,10,25,9,1392
438,20,30,9,335
439,10,61,1,275
440,9,73,10,1265
441,6,28,8,1373
442,18,11,4,1425
443,15,69,4,560
444,16,11,9,990
445,3,47,6,802
446,18,33,8,475
447,4,58,4,475
448,9,54,8,528
449,12,39,7,64
450,2,53,10,1435
451,8,52,4,1297
452,8,9,3,1454
453,16,14,3,1297
454,1,70,9,1020
455,12,32,6,834
456,20,37,3,930
457,17,47,7,1394
458,9,37,2,165
459,9,53,2,519
460,2,40,3,199
461,14,62,2,496
462,3,70,5,521
463,7,96,4,1295
464,10,57,3,1367
465,14,12,3,401
466,16,47,3,1186
467,18,1,4,889
468,18,92,10,1353
469,14,17,5,143
470,10,95,4,112
471,1,65,6,588
472,3,79,7,398
473,4,76,4,99
474,17,54,1,71
475,1,9,5,803
476,5,58,7,98
477,10,62,10,320
478,12,92,10,1004
479,9,24,8,290
480,20,6,6,1325
481,13,5,7,518
482,13,43,3,484
483,4,91,2,81
484,7,43,10,599
485,1,84,1,170
486,10,6,7,648
487,1,63,5,381
488,8,31,6,1147
489,19,85,10,480
490,3,43,2,1491
491,11,7,9,996
492,15,93,1,1073
493,13,62,9,446
494,4,97,10,624
495,3,2,4,1123
496,7,28,2,1319
497,19,56,9,800
498,13,97,7,455
499,9,76,8,1033
500,18,30,5,436
501,16,79,3,1447
502,5,69,7,647
503,17,6,9,1207
504,20,29,9,529
505,17,51,9,299
506,15,28,4,595
507,6,43,6,680
508,18,78,4,779
509,18,48,9,218
510,12,16,9,234
511,6,17,6,1087
512,16,66,2,74
513,3,25,4,99
514,3,85,8,189
515,14,28,9,585
516,17,23,4,484
517,6,18,1,1448
518,19,49,2,655
519,17,49,10,426
520,14,16,8,1076
521,17,62,2,104
522,6,78,4,938
523,13,2,6,1474
524,7,21,9,804
525,7,40,8,99
526,9,93,6,115
527,10,86,5,723
528,9,35,2,988
529,3,99,1,66
530,19,84,9,1036
531,17,97,5,243
532,7,48,7,157
533,11,82,7,1382
534,1,66,1,1158
535,4,59,9,1302
536,12,86,2,1101
537,12,36,1,599
538,5,89,1,1062
539,12,64,2,225
540,13,70,2,314
541,8,40,10,998
542,10,72,8,1345
543,16,70,2,1471
544,2,9,8,636
545,20,78,4,256
546,15,47,2,1243
547,3,6,7,1364
548,1,25,6,1366
549,9,49,2,1043
550,13,2,6,1363
551,12,31,3,1375
552,10,22,8,1274
553,6,93,6,733
554,2,30,1,546
555,5,7,3,1353
556,8,22,3,531
557,15,50,5,280
558,9,18,4,539
559,17,97,5,1150
560,5,85,7,1132
561,1,18,3,886
562,13,70,9,1078
563,11,91,6,949
564,15,30,1,937
565,2,76,9,1356
566,15,92,2,152
567,5,91,7,1321
568,15,24,9,1222
569,6,64,10,391
570,5,91,10,181
571,20,47,1,620
572,6,43,10,983
573,7,81,4,600
574,6,55,7,997
575,11,99,5,1153
576,18,81,7,747
577,2,80,2,1369
578,8,34,3,1144
579,17,66,10,1009
580,3,10,4,168
581,18,3,2,215
582,3,85,9,125
583,15,52,1,722
584,1,90,6,869
585,13,24,8,1306
586,17,21,2,1035
587,16,55,3,878
588,11,51,4,1321
589,15,31,4,1500
590,19,57,5,444
591,3,12,8,955
592,13,98,1,918
593,14,65,8,675
594,13,29,1,541
595,20,17,9,582
596,9,89,8,744
597,19,2,6,1120
598,3,19,7,195
599,10,77,6,1209
600,3,99,7,638
601,7,87,6,1147
602,15,52,2,446
603,11,82,2,952
604,12,35,5,280
605,4,21,6,230
606,4,79,1,803
607,18,4,1,458
608,12,7,6,208
609,18,35,6,766
610,4,95,1,1284
611,14,86,3,501
612,12,26,7,240
613,4,91,5,1197
614,12,5,10,1142
615,1,32,3,233
616,14,8,1,1133
617,1,41,8,67
618,10,63,3,515
619,4,14,2,1193
620,9,70,5,797
621,15,65,7,1332
622,12,9,3,820
623,19,56,3,974
624,16,94,9,871
625,6,60,6,370
626,13,21,8,1276
627,18,8,10,1489
628,20,80,2,658
629,11,74,3,1198
630,1,25,10,1053
631,13,98,5,843
632,5,82,1,372
633,4,84,2,964
634,1,77,4,328
635,18,22,4,869
636,15,74,7,310
637,11,89,5,1122
638,14,4,6,621
639,1,63,5,460
640,17,80,4,497
641,10,53,8,1471
642,19,21,10,211
643,2,64,3,1365
644,16,29,1,812
645,5,41,10,1250
646,6,57,4,1167
647,12,4,8,867
648,1,11,3,506
649,17,51,2,500
650,20,17,3,843
651,4,26,1,977
652,8,85,2,805
653,8,81,6,781
654,18,28,1,1146
655,7,97,4,1023
656,13,72,10,473
657,13,92,4,1359
658,4,3,7,962
659,9,34,6,882
660,9,98,4,1063
661,8,89,8,940
662,20,18,2,407
663,13,8,9,1412
664,9,23,3,332
665,11,92,1,1204
666,20,83,9,459
667,7,68,5,208
668,15,89,1,986
669,14,61,9,233
670,8,97,1,1407
671,15,64,6,1142
672,16,60,9,1318
673,1,99,4,1299
674,8,20,3,1143
675,7,66,5,1337
676,4,48,1,355
677,4,22,5,531
678,2,66,6,996
679,10,90,7,1192
680,10,85,1,1298
681,14,18,8,734
682,20,16,9,368
683,17,3,8,1472
684,20,39,8,284
685,13,66,7,1303
686,5,50,4,108
687,10,58,8,1411
688,13,15,8,233
689,12,75,7,69
690,4,84,8,458
691,12,57,10,730
692,7,21,7,283
693,3,4,10,722
694,17,61,5,190
695,18,64,9,1160
696,9,39,10,1085
697,7,36,4,207
698,20,42,3,753
699,5,80,8,836
700,11,55,3,446
701,10,34,2,1076
702,10,95,7,165
703,15,96,8,558
704,11,17,3,1077
705,3,84,7,581
706,12,23,1,201
707,9,62,3,765
708,2,22,4,1184
709,9,57,10,631
710,15,75,4,1008
711,12,98,1,122
712,13,73,10,384
713,19,2,6,1123
714,8,32,5,1342
715,8,93,1,78
716,2,39,7,120
717,19,52,2,950
718,18,13,2,831
719,16,62,10,349
720,7,40,8,1228
721,6,94,4,821
722,12,83,7,876
723,8,59,6,83
724,19,98,3,1311
725,11,61,10,156
726,15,78,3,409
727,11,63,3,643
728,10,70,2,358
729,1,97,3,797
730,12,21,6,380
731,6,76,4,286
732,18,12,10,986
733,5,93,9,647
734,11,95,2,1494
735,3,48,6,1253
736,8,38,2,1084
737,9,87,8,891
738,1,92,6,401
739,11,27,7,427
740,6,93,1,1015
741,3,8,1,307
742,8,92,7,721
743,1,91,8,1307
744,2,16,7,694
745,10,56,9,841
746,1,72,10,420
747,2,16,3,1273
748,19,2,6,526
749,15,49,5,154
750,11,63,1,167
751,2,47,1,218
752,5,30,3,794
753,20,47,10,151
754,9,42,2,1498
755,9,49,6,661
756,5,11,2,214
757,15,3,6,1227
758,1,84,10,93
759,3,20,4,1498
760,12,10,1,572
761,10,28,2,1315
762,16,1,4,541
763,19,4,4,626
764,20,31,1,1189
765,19,4,10,1287
766,20,95,10,212
767,3,47,9,1189
768,15,68,7,941
769,15,65,2,604
770,14,52,7,1064
771,17,68,2,458
772,3,27,4,355
773,16,55,9,557
774,14,74,8,128
775,19,37,2,161
776,14,41,10,481
777,1,23,4,372
778,3,57,3,724
779,17,17,7,868
780,6,81,2,936
781,18,48,7,1332
782,4,87,2,1168
783,7,34,9,1136
784,10,23,2,925
785,17,19,9,363
786,2,30,10,1432
787,15,24,9,750
788,5,57,7,140
789,6,84,7,60
790,18,59,4,1374
791,1,13,10,418
792,6,84,7,327
793,5,2,9,342
794,6,39,3,515
795,18,83,2,349
796,10,93,2,308
797,10,86,5,296
798,12,43,8,1439
799,18,69,5,946
800,8,32,1,274
801,13,53,3,721
802,7,66,1,180
803,12,43,3,1316
804,13,33,10,579
805,2,67,4,243
806,11,32,10,1305
807,4,94,7,256
808,8,6,6,703
809,17,17,3,129
810,15,36,1,1237
811,5,82,1,1471
812,7,61,7,737
813,2,7,6,860
814,12,10,2,936
815,16,11,1,974
816,18,36,6,229
817,11,21,9,1219
818,7,97,7,1229
819,8,37,2,667
820,1,83,3,260
821,4,1,8,366
822,1,55,5,1023
823,9,89,2,533
824,20,47,10,260
825,7,99,9,492
826,20,87,9,855
827,19,84,6,1367
828,19,86,6,711
829,10,28,8,1249
830,19,2,10,744
831,17,3,2,1038
832,15,13,8,1348
833,17,96,9,845
834,10,13,9,125
835,11,30,8,1269
836,18,90,2,92
837,20,18,3,1269
838,5,79,3,919
839,5,11,6,987
840,9,70,4,922
841,15,85,6,854
842,12,49,2,687
843,2,88,7,317
844,20,27,10,496
845,19,76,9,778
846,16,14,8,1463
847,16,66,2,1445
848,11,80,4,474
849,20,89,5,861
850,18,51,8,1490
851,13,20,7,1300
852,14,85,5,1081
853,8,29,4,861
854,8,56,3,261
855,4,97,6,656
856,10,31,10,568
857,12,43,8,900
858,10,55,2,938
859,10,9,3,716
860,6,6,5,617
861,2,98,10,1271
862,1,7,5,737
863,9,71,2,1472
864,8,5,4,302
865,5,10,1,532
866,7,70,3,788
867,13,54,8,441
868,12,41,6,1458
869,13,88,2,213
870,18,44,6,950
871,18,50,5,1254
872,7,71,1,208
873,12,72,4,637
874,15,51,9,939
875,4,90,1,276
876,16,56,6,766
877,9,5,2,1476
878,20,65,10,1000
879,14,36,5,339
880,11,70,2,642
881,18,52,7,1210
882,14,44,10,848
883,18,68,9,712
884,5,57,9,596
885,7,92,2,1042
886,3,10,7,1041
887,20,10,5,420
888,3,25,3,137
889,18,49,9,583
890,1,42,5,259
891,2,55,4,840
892,9,1,1,1458
893,9,51,9,547
894,4,81,9,498
895,17,4,1,400
896,18,11,3,1482
897,8,4,7,810
898,10,96,7,111
899,14,13,9,795
900,9,68,1,287
901,8,6,6,167
902,7,74,8,540
903,14,98,10,161
904,6,77,4,635
905,10,15,3,97
906,10,52,10,222
907,1,85,1,314
908,9,76,6,629
909,11,10,3,452
910,3,51,10,358
911,5,32,4,101
912,19,21,5,1101
913,17,99,1,1219
914,6,43,7,519
915,8,26,2,237
916,2,15,8,1249
917,7,67,8,594
918,11,3,6,1472
919,17,24,7,1168
920,3,62,7,1210
921,4,10,9,839
922,19,88,4,477
923,18,41,3,568
924,4,29,8,428
925,6,67,3,1024
926,19,42,7,258
927,13,81,9,1027
928,11,43,5,1313
929,3,80,8,339
930,20,28,6,212
931,18,17,9,1337
932,3,8,8,373
933,11,15,9,1344
934,15,48,1,1221
935,17,32,9,1073
936,9,78,7,702
937,3,85,5,692
938,18,85,4,93
939,15,73,6,1446
940,12,98,5,289
941,5,75,10,793
942,17,40,8,317
943,13,72,1,1188
944,20,66,4,1316
945,2,5,1,156
946,17,93,6,257
947,1,80,4,1488
948,13,28,9,1276
949,4,11,5,574
950,5,75,4,1300
951,5,7,6,698
952,14,68,6,350
953,3,74,10,527
954,2,37,10,868
955,4,72,7,434
956,4,87,8,1085
957,5,49,3,688
958,5,44,10,511
959,6,15,1,1373
960,6,62,9,141
961,4,71,8,1441
962,2,1,6,1429
963,11,3,7,543
964,17,86,8,1499
965,18,35,2,170
966,19,99,3,1293
967,5,4,5,1014
968,5,100,10,611
969,8,26,7,1374
970,13,86,1,733
971,18,47,8,940
972,6,59,9,1056
973,12,16,7,478
974,5,95,2,96
975,17,69,7,1464
976,2,74,5,1246
977,13,31,1,1440
978,17,5,1,146
979,13,99,1,1076
980,1,42,1,162
981,16,77,1,651
982,1,70,6,383
983,5,21,2,859
984,4,31,10,889
985,15,16,10,1430
986,13,95,10,361
987,1,100,3,87
988,14,96,2,600
989,8,9,8,997
990,10,40,8,220
991,6,95,10,488
992,17,52,1,988
993,8,43,9,803
994,14,42,1,485
995,4,90,3,219
996,10,96,1,1276
997,17,4,5,1472
998,14,68,10,460
999,6,25,3,647
1000,3,40,9,980
1001,19,44,3,98
1002,7,23,7,627
1003,15,2,3,1057
1004,11,78,1,740
1005,3,39,6,316
1006,15,44,5,632
1007,1,84,2,1405
1008,6,53,8,1143
1009,16,1,9,1431
1010,20,45,4,1285
1011,13,32,6,283
1012,1,35,9,1427
1013,2,16,4,1340
1014,6,3,4,589
1015,7,29,6,938
1016,8,43,6,473
1017,16,62,3,466
1018,16,80,1,68
1019,2,44,6,599
1020,13,27,3,665
1021,4,8,7,630
1022,15,93,7,1217
1023,8,98,5,592
1024,14,39,5,1352
1025,17,13,6,849
1026,10,100,2,1221
1027,16,42,3,577
1028,1,67,6,787
1029,6,89,5,601
1030,20,74,4,847
1031,9,65,8,1068
1032,13,76,8,1091
1033,15,28,7,1140
1034,12,46,6,920
1035,9,9,10,92
1036,8,16,3,289
1037,18,87,1,360
1038,11,50,9,1294
1039,14,78,9,1071
1040,4,83,8,627
1041,5,30,9,587
1042,15,77,4,1351
1043,10,22,5,1393
1044,14,56,2,1235
1045,20,68,6,1159
1046,10,24,6,263
1047,11,88,2,1161
1048,3,53,2,1252
1049,14,81,3,409
1050,5,39,3,1264
1051,9,16,3,553
1052,9,49,5,483
1053,16,25,9,989
1054,2,76,8,916
1055,2,44,4,351
1056,1,87,2,939
1057,5,86,1,557
1058,11,17,8,881
1059,3,9,5,561
1060,14,22,6,1433
1061,1,14,9,919
1062,9,4,7,181
1063,15,44,6,728
1064,19,11,5,706
1065,20,89,6,1372
1066,20,74,7,261
1067,4,88,10,1090
1068,4,59,8,617
1069,13,2,4,98
1070,18,47,4,600
1071,18,87,9,854
1072,11,94,10,145
1073,6,51,6,942
1074,9,76,6,1101
1075,5,46,5,371
1076,12,48,6,1413
1077,20,79,8,1430
1078,17,28,6,241
1079,3,8,9,449
1080,17,13,2,348
1081,18,88,4,675
1082,5,61,7,64
1083,13,25,4,69
1084,10,6,4,233
1085,12,27,10,203
1086,16,93,7,866
1087,18,76,8,706
1088,2,23,10,1352
1089,17,100,2,416
1090,12,79,9,1432
1091,3,36,10,812
1092,16,17,7,947
1093,13,76,6,751
1094,12,52,7,670
1095,15,30,9,100
1096,16,85,3,835
1097,10,95,1,1345
1098,2,64,3,1064
1099,12,43,4,255
1100,10,4,3,540
1101,4,97,6,1440
1102,17,9,6,452
1103,7,74,2,197
1104,7,65,5,428
1105,10,39,5,144
1106,1,26,9,104
1107,8,96,2,1336
1108,5,73,5,623
1109,1,66,3,829
1110,5,1,6,1144
1111,17,50,10,424
1112,4,44,3,1240
1113,19,35,5,1007
1114,17,97,2,104
1115,13,100,6,1156
1116,7,70,2,1379
1117,16,85,7,439
1118,5,27,3,931
1119,12,55,10,1225
1120,1,25,10,982
1121,8,72,1,1406
1122,10,2,3,1381
1123,10,31,9,807
1124,17,100,9,1015
1125,13,28,1,719
1126,6,21,5,1378
1127,14,31,5,198
1128,2,92,6,787
1129,19,37,2,328
1130,17,42,1,88
1131,1,100,8,609
1132,5,52,6,711
1133,10,12,2,506
1134,5,37,3,499
1135,18,87,1,581
1136,5,48,6,1259
1137,14,70,4,869
1138,4,95,10,979
1139,18,83,3,989
1140,5,7,4,330
1141,4,46,8,209
1142,13,17,1,845
1143,18,44,3,949
1144,18,79,10,1339
1145,12,72,9,610
1146,12,30,8,1311
1147,13,81,8,1259
1148,11,33,6,239
1149,1,43,7,551
1150,5,43,7,66
1151,1,1,6,196
1152,9,21,9,322
1153,15,11,5,176
1154,11,84,9,1166
1155,1,62,1,1162
1156,4,25,4,115
1157,20,70,1,935
1158,3,90,10,983
1159,1,26,9,943
1160,11,39,3,939
1161,14,68,9,969
1162,15,65,8,1353
1163,14,33,9,756
1164,14,90,4,495
1165,17,9,9,415
1166,13,80,2,1014
1167,7,26,1,1470
1168,7,18,1,1160
1169,1,96,2,1158
1170,3,54,6,1091
1171,16,77,8,320
1172,10,5,6,1009
1173,11,59,1,1016
1174,17,77,9,1409
1175,17,46,10,842
1176,14,26,8,823
1177,3,81,4,119
1178,10,60,10,194
1179,9,11,5,1349
1180,12,31,10,55
1181,17,5,10,419
1182,10,86,9,843
1183,3,78,10,486
1184,17,90,4,457
1185,9,34,5,311
1186,6,80,5,945
1187,18,31,5,790
1188,12,17,10,573
1189,3,85,1,855
1190,16,26,2,921
1191,17,3,10,329
1192,19,49,2,131
1193,20,96,10,608
1194,19,89,6,218
1195,9,1,6,793
1196,6,21,8,106
1197,15,85,8,783
1198,13,71,2,1187
1199,5,100,10,106
1200,11,84,10,1259
1201,18,84,9,1293
1202,4,99,4,1163
1203,2,13,6,1369
1204,9,95,8,1482
1205,14,84,4,303
1206,2,48,6,142
1207,5,23,5,104
1208,12,79,2,58
1209,12,98,1,1107
1210,10,42,7,131
1211,10,39,10,706
1212,2,35,9,521
1213,16,46,2,1236
1214,11,69,2,574
1215,18,46,2,842
1216,17,16,3,649
1217,8,57,5,1030
1218,16,72,4,954
1219,20,87,6,1308
1220,15,46,2,656
1221,5,31,1,165
1222,2,16,6,483
1223,16,5,2,1125
1224,5,61,9,1431
1225,9,30,4,877
1226,9,1,5,599
1227,14,10,9,762
1228,17,8,3,839
1229,2,51,4,1040
1230,13,44,8,1096
1231,20,95,2,1350
1232,8,80,7,854
1233,16,30,4,256
1234,13,16,5,534
1235,10,5,7,1355
1236,17,39,9,247
1237,13,73,1,293
1238,13,96,10,497
1239,17,12,4,1310
1240,7,27,7,1469
1241,2,15,9,1167
1242,20,54,3,1467
1243,20,3,8,426
1244,11,80,7,364
1245,5,37,10,1259
1246,12,22,1,974
1247,13,2,10,1118
1248,19,72,5,188
1249,10,100,1,304
1250,3,10,5,1390
1251,17,12,6,277
1252,11,13,4,1202
1253,15,99,3,738
1254,8,81,9,1140
1255,12,68,8,366
1256,7,31,8,1110
1257,11,28,1,291
1258,5,19,3,258
1259,1,85,5,1196
1260,20,68,7,977
1261,3,61,3,649
1262,1,66,5,598
1263,4,7,7,1336
1264,14,7,8,114
1265,10,82,8,1068
1266,20,28,10,61
1267,11,83,10,477
1268,18,70,10,1161
1269,13,77,10,1345
1270,11,32,6,374
1271,20,88,8,1182
1272,9,8,1,1234
1273,1,1,3,326
1274,2,23,10,1069
1275,20,42,7,1355
1276,10,67,3,56
1277,13,93,1,160
1278,12,90,5,1296
1279,16,85,6,994
1280,5,41,4,477
1281,19,57,4,534
1282,12,45,5,890
1283,3,69,1,1209
1284,12,43,10,194
1285,18,97,3,1478
1286,3,76,5,263
1287,20,16,5,424
1288,8,33,9,440
1289,12,51,5,265
1290,15,70,7,1107
1291,19,86,8,828
1292,2,35,5,216
1293,17,69,7,174
1294,12,91,4,1455
1295,20,89,1,235
1296,19,1,3,434
1297,13,15,5,1462
1298,5,50,8,622
1299,20,70,4,632
1300,15,78,10,702
1301,10,62,5,949
1302,3,20,6,1178
1303,12,8,5,117
1304,4,54,5,928
1305,15,94,5,241
1306,13,5,4,623
1307,9,49,8,1018
1308,7,42,3,1385
1309,17,54,5,915
1310,12,35,10,156
1311,10,59,9,859
1312,1,97,6,383
1313,14,88,7,472
1314,8,74,8,968
1315,8,42,5,129
1316,9,48,1,233
1317,9,38,10,321
1318,9,96,10,1059
1319,3,62,2,414
1320,6,61,7,1418
1321,13,44,10,141
1322,2,48,7,142
