305,17,9504,1986-08-29
306,30,18069,1986-08-12
307,62,19544,1993-11-09
308,117,19824,2009-10-24
309,9,29391,1974-07-11
310,102,14563,1996-07-02
311,141,18106,1997-06-14
312,114,21310,2011-03-12
313,134,14575,1981-10-16
314,52,28611,1986-08-06
315,106,22145,1984-07-28
316,77,20069,1998-10-03
317,146,22209,1987-08-02
318,108,11443,1996-05-29
319,127,19799,1995-09-02
320,62,29668,2008-04-21
321,132,15694,2008-02-02
322,101,29113,2007-03-30
323,97,14637,1996-02-15
324,22,26856,2007-08-22
325,66,15197,2006-10-24
326,109,15753,2004-01-03
327,88,18103,2015-08-23
328,14,11573,2008-04-24
329,140,10095,1999-01-03
330,71,24823,2000-11-04
331,37,25288,1978-04-06
332,141,9662,1971-02-26
333,55,24930,1985-04-20
334,145,20961,1997-07-12
335,32,5539,1997-04-19
336,70,21712,2014-07-28
337,126,23602,1985-01-22
338,50,13157,2003-12-18
339,101,6444,2001-09-05
340,7,18497,1995-10-09
341,133,12237,2011-03-02
342,10,12210,1980-06-24
343,132,7409,1975-01-04
344,1,8124,1999-12-14
345,62,23401,1981-06-02
346,137,10039,1996-07-05
347,44,23266,2004-01-09
348,68,29753,1993-09-24
349,10,28819,2007-04-18
350,35,22375,1977-03-08
351,147,23110,1980-02-10
352,36,9649,1970-11-14
353,63,20144,2012-01-27
354,146,7965,2007-11-17
355,83,5683,1976-11-12
356,114,11048,1971-09-30
357,142,28324,2010-05-29
358,121,18570,1989-11-10
359,143,29555,1981-05-11
360,129,19067,1981-03-02
361,50,20085,1983-03-04
362,100,16047,1996-03-04
363,39,8724,1999-10-20
364,145,16620,1987-02-12
365,29,29555,2005-07-30
366,6,27205,1992-02-28
367,70,20693,2019-08-25
368,91,11269,1970-06-07
369,135,10881,2018-03-20
370,25,11271,1985-02-02
371,86,21387,1979-06-27
372,150,13539,1987-07-04
373,38,7476,1996-06-08
374,42,14031,1996-08-22
375,132,10178,1991-10-16
376,44,21353,1997-02-16
377,19,8684,1992-07-28
378,65,14467,1981-10-07
379,11,13976,2006-03-26
380,22,17167,1991-10-20
381,88,5338,1981-08-12
382,69,16368,1982-12-16
383,145,5528,1994-04-04
384,21,15175,2004-08-26
385,120,29320,2004-07-19
386,116,21510,2006-08-22
387,19,13484,1990-02-04
388,67,26820,1981-09-25
389,4,10025,2007-07-14
390,52,24394,2007-05-25
391,147,8420,2014-06-08
392,139,5275,1989-01-12
393,120,16165,1971-11-01
394,66,8162,1982-11-16
395,46,12915,1994-05-10
396,79,9577,2012-02-11
397,84,15239,1977-01-22
398,19,18950,2002-10-30
399,125,9117,1972-06-10
400,106,6080,2008-03-28
401,55,20442,2011-05-03
402,18,13982,1985-09-05
403,93,12282,2003-04-27
404,130,20108,2018-06-12
405,61,20171,1983-09-25
406,6,11859,1975-05-08
407,47,8970,1996-10-10
408,136,27790,1976-05-03
409,96,17988,2017-03-13
410,65,21141,1992-08-19
411,78,23591,1988-05-20
412,113,10340,1990-12-16
413,117,8660,1989-11-08
414,83,15474,1987-06-13
415,130,21434,2012-07-26
416,5,15584,2019-05-22
417,75,25615,2018-07-14
418,33,22057,1990-07-31
419,145,15657,2011-10-15
420,82,18535,2019-02-02
421,46,11354,1998-06-20
422,34,22314,1990-08-02
423,79,22754,2008-09-27
424,6,15217,1994-08-11
425,52,8505,2012-03-18
426,30,22816,1984-02-09
427,12,5160,2006-07-08
428,21,15781,1998-05-12
429,2,25031,1991-02-02
430,149,24094,1976-04-04
431,44,22848,1990-02-21
432,99,24677,2009-03-22
433,2,26732,1982-12-24
434,76,7755,2014-09-19
435,91,7649,1991-11-12
436,30,20837,1984-04-14
437,119,6138,1977-03-17
438,125,10673,1973-06-11
439,134,9902,2013-04-25
440,21,17943,2012-10-04
441,82,22410,2019-04-06
442,5,24655,2014-07-03
443,139,16580,1978-12-18
444,99,27782,1995-04-03
445,23,29543,2019-06-26
446,37,27216,1992-08-25
447,64,19138,2007-04-19
448,63,10185,1970-06-27
449,38,18889,2018-11-21
450,31,14865,1979-04-12
451,139,29590,2011-01-31
452,14,12644,2004-07-17
453,109,19714,1994-05-27
454,110,12412,1972-08-26
455,100,13421,1999-03-11
456,1,21149,1975-10-21
457,69,24748,2014-07-05
458,45,6176,1978-07-28
459,18,17340,1981-08-17
460,131,21160,1994-03-03
461,106,18445,2015-12-07
462,55,6439,1996-01-06
463,31,8992,2005-07-29
464,33,17071,2004-12-12
465,20,6018,2014-06-23
466,139,28201,1980-06-10
467,85,6391,2002-12-25
468,92,6362,1978-10-14
469,15,16489,1992-05-30
470,66,26331,1996-01-29
471,77,21594,2000-12-24
472,132,20446,1975-08-14
473,25,23022,2011-12-27
474,55,11982,1995-09-08
475,23,19560,2012-09-08
476,99,26325,1973-04-13
477,64,22759,2001-05-29
478,60,17214,1971-10-09
479,60,5176,1986-04-09
480,64,6429,1999-11-08
481,134,16408,1972-02-05
482,92,16258,2006-01-11
483,8,22138,2006-10-16
484,40,7647,2007-06-20
485,54,8255,2012-06-04
486,109,26662,1980-07-10
487,145,21598,2009-02-09
488,57,5538,1980-02-07
489,61,12045,1982-04-07
490,149,19385,1998-09-29
491,81,19361,1979-11-23
492,129,14198,2015-12-02
493,1,25005,2003-06-26
494,132,28485,1970-09-27
495,95,6684,2004-03-26
496,92,19988,1976-07-19
497,32,15869,2011-07-23
498,43,17924,1989-01-18
499,149,16783,2014-08-03
500,118,24322,2018-11-30
501,5,26926,1986-09-13
502,74,7300,1996-09-01
503,19,28982,2014-09-13
504,36,12220,2008-08-10
505,75,12188,2006-10-26
506,36,10922,1997-03-09
507,7,7294,1990-05-22
508,34,23269,2011-05-24
509,97,5315,1986-02-09
510,39,15029,1975-02-06
511,40,9274,2010-07-23
512,134,15229,2001-02-02
513,9,19640,2009-05-07
514,6,9739,1974-09-27
515,140,21493,1978-09-11
516,125,16589,1999-03-06
517,34,12483,2016-10-04
518,76,23569,1987-02-01
519,113,24116,2007-01-11
520,95,23630,1988-04-12
521,43,29467,1979-08-21
522,40,24046,2019-05-19
523,115,15806,2003-01-16
524,126,27870,2017-08-27
525,41,14015,2016-07-09
526,47,23639,2010-06-14
527,28,13583,1973-05-01
528,79,19940,2019-07-13
529,48,20884,1982-02-09
530,95,27878,1996-11-29
531,78,28200,1988-05-19
532,12,7367,2016-10-19
533,105,13724,2017-09-28
534,35,21758,1979-10-24
535,62,13339,1992-09-17
536,77,23969,1975-03-29
537,123,19114,2015-07-02
538,18,17040,2000-09-25
539,101,29720,1986-05-29
540,112,25628,1977-12-30
541,44,29613,1981-04-20
542,112,26566,1981-05-21
543,107,14915,2007-09-20
544,45,25871,1988-05-30
545,99,25076,2000-05-21
546,99,17853,2013-03-17
547,135,13386,2001-08-12
548,42,24070,2011-08-31
549,44,9307,2001-09-12
550,103,6349,1977-08-19
551,146,14826,1987-02-25
552,143,8031,2018-08-14
553,104,11620,1996-08-20
554,20,8921,1983-12-12
555,146,15787,2007-08-12
556,65,28285,1985-03-05
557,47,29127,2000-04-02
558,19,28806,1980-04-24
559,22,19582,1983-06-13
560,92,18642,1994-04-12
561,32,7385,2018-09-23
562,7,11494,1992-07-22
563,128,8630,1998-03-15
564,98,13490,1980-10-21
565,21,17504,1971-10-23
566,9,14866,1990-09-17
567,61,17698,1973-03-04
568,14,9543,1984-07-05
569,27,18146,1996-11-09
570,133,29419,2006-12-24
571,138,29401,1976-11-15
572,56,5322,1974-11-07
573,59,21529,2008-12-28
574,18,25189,1987-01-30
575,75,16168,1978-11-05
576,25,8954,1974-05-21
577,109,7592,2011-04-11
578,135,14731,2009-09-08
579,17,22521,1987-09-15
580,39,24441,2011-06-14
581,37,22729,1970-05-05
582,85,7619,1977-05-17
583,146,19688,2005-06-05
584,117,23596,2003-02-05
585,46,6939,1971-12-07
586,30,13623,2017-04-01
587,146,9428,2006-11-24
588,86,13989,1982-08-28
589,134,29782,2009-09-24
590,84,29342,1973-09-12
591,13,15342,1978-03-12
592,91,16679,1995-10-08
593,92,22032,2009-11-19
594,106,25617,1986-10-14
595,103,17836,1972-04-20
596,107,27089,2000-07-03
597,113,21241,1996-08-03
598,18,11109,1982-06-24
599,115,18699,2016-12-24
600,42,19313,2019-01-10
601,46,29211,2008-03-01
602,93,27887,2009-07-04
603,149,25039,1989-06-20
604,23,28698,1990-11-06
605,76,6455,2012-03-26
606,30,6588,2007-09-09
607,110,14567,1981-05-12
608,49,20118,2009-06-27
609,82,10132,2014-04-25
610,43,14143,1985-07-21
611,45,16843,1995-04-23
612,132,21148,2008-10-16
613,77,20430,2012-09-14
614,81,7068,2019-08-29
615,14,9670,1971-07-27
616,130,9667,1984-08-03
617,121,26336,2005-05-03
618,139,18457,1995-02-07
619,69,27420,1983-11-29
620,97,23513,2011-11-09
621,80,28831,1989-04-13
622,125,8841,1997-10-03
623,48,8679,1972-12-29
624,70,28405,2005-08-09
625,5,6145,1973-01-09
626,48,15895,1986-11-28
627,130,19069,2000-11-04
628,35,14278,1994-04-10
629,90,20153,2010-09-11
630,138,13153,1992-09-25
631,74,25714,1979-11-18
632,10,17500,1977-10-03
633,9,28517,2018-07-05
634,96,29370,1998-05-31
635,112,24787,1975-11-24
636,123,27528,1977-11-14
637,133,10210,1990-12-26
638,61,21140,1994-09-17
639,69,17444,2018-03-12
640,71,26482,1975-01-05
641,94,17835,1982-12-20
642,78,11907,1985-11-21
643,15,20397,1974-11-04
644,113,20011,1973-04-07
645,92,13995,2019-05-16
646,24,18975,1986-06-17
647,59,13082,1974-05-26
648,96,29545,1981-05-31
649,136,21062,1984-09-11
650,66,28755,1985-10-31
651,13,20147,1992-11-29
652,7,8095,1999-12-08
653,51,22220,1999-05-25
654,87,28225,2010-12-20
655,6,14022,1987-06-07
656,72,13890,2008-02-22
657,71,24450,1981-01-18
658,144,8810,2015-09-18
659,33,12635,1981-05-01
660,9,22468,1997-09-15
661,66,11536,1973-01-23
662,80,18105,2004-02-21
663,112,25664,2013-11-20
664,130,23329,1991-10-13
665,27,15516,1983-04-05
666,90,29747,2014-11-22
667,91,17925,2004-11-21
668,87,20261,1974-12-07
669,109,5831,2002-05-10
670,92,18961,2016-02-03
671,97,18083,2015-10-30
672,95,20318,2019-08-27
673,8,5171,1971-11-01
674,133,15099,1983-02-20
675,97,23647,1984-05-23
676,143,10172,1991-10-07
677,25,13540,1999-06-15
678,14,5496,1997-03-08
679,58,7842,1973-10-31
680,16,25623,2004-11-23
681,46,20660,1995-05-17
682,149,23718,1995-01-04
683,36,29262,1994-07-18
684,10,26379,2012-07-11
685,30,26273,2015-01-06
686,13,27687,1988-11-08
687,123,23195,1990-02-26
688,88,6363,1982-04-12
689,83,17415,2008-01-07
690,123,6345,1989-08-16
691,123,28731,1979-03-19
692,125,6358,2008-11-05
693,63,7414,2016-03-08
694,139,8415,1980-05-31
695,117,19751,1973-12-01
696,40,5155,1976-07-20
697,101,27978,1995-05-28
698,139,21359,1971-07-16
699,77,17390,2000-01-20
700,116,23179,1979-05-13
701,67,24434,1973-11-17
702,52,15830,2012-07-01
703,101,6495,2011-12-05
704,3,8488,1983-06-29
705,136,18905,2012-01-11
706,6,13004,1971-03-25
707,61,22658,2013-07-09
708,55,6991,2018-07-01
709,54,18363,1970-02-18
710,144,10888,2014-06-29
711,8,28427,2004-05-31
712,120,24910,2003-10-14
713,26,20088,2014-03-20
714,93,17261,2003-08-01
715,63,24289,2013-11-11
716,9,6003,1999-06-03
717,116,18583,1996-06-18
718,50,10888,1981-12-07
719,57,6387,1989-07-20
720,69,5029,1970-11-06
721,142,24270,1993-09-18
722,101,12339,2011-08-21
723,20,18376,1987-06-22
724,88,7151,2004-09-10
725,81,7099,1974-11-16
726,33,17718,1970-02-22
727,46,5947,2011-03-08
728,43,20094,2012-08-29
729,146,10696,1976-05-02
730,18,17693,1983-04-19
731,77,25482,1977-02-10
732,88,28459,1983-01-05
733,28,25046,1990-06-23
734,123,19982,1996-04-13
735,4,28361,1982-08-27
736,4,12045,1978-03-06
737,50,14198,2013-04-28
738,142,26652,2013-09-12
739,42,29356,1987-04-17
740,143,12604,1974-07-16
741,112,11436,1986-02-13
742,113,9128,1989-11-17
743,21,20423,1973-09-09
744,91,12990,1973-01-16
745,132,10301,1988-02-19
746,43,25027,2016-09-14
747,22,18461,2007-09-26
748,64,15529,1975-04-14
749,64,14152,1995-11-16
750,83,28161,2019-10-01
751,113,22213,1979-04-21
752,103,6630,1998-10-13
753,65,16291,1970-05-09
754,98,7700,1972-09-18
755,64,8616,2007-01-08
756,30,11523,2008-06-18
757,19,15601,2014-04-06
758,138,17083,2009-09-06
759,63,23010,1972-02-03
760,142,27456,1995-08-12
761,29,5039,1992-04-05
762,63,21623,2002-11-29
763,119,27350,1990-10-07
764,92,5980,2012-03-21
765,98,28387,1991-07-14
766,101,26422,1993-04-11
767,124,20120,1987-04-21
768,44,17003,1981-09-06
769,40,19676,1989-09-07
770,29,20327,1983-11-10
771,106,15265,2007-01-16
772,68,24376,2006-07-23
773,140,18030,1996-05-05
774,109,29146,1976-04-04
775,108,15678,1981-03-24
776,11,28097,1976-08-21
777,29,26659,2002-12-17
778,124,18766,1978-12-07
779,17,26909,1996-07-01
780,110,21590,2008-12-20
781,14,8809,2013-06-25
782,38,13848,1992-12-29
783,61,17400,2019-07-09
784,36,8040,1998-12-13
785,139,22478,2012-11-04
786,5,8000,1992-05-30
787,57,26954,2017-05-05
788,120,14513,2000-03-12
789,22,24350,1975-03-25
790,24,5798,1972-08-06
791,67,10923,1994-01-22
792,15,22970,2013-05-31
793,94,15342,1974-12-20
794,133,24470,1986-02-24
795,110,12574,1976-08-29
796,97,14101,1984-07-05
797,28,7324,1998-12-26
798,86,29046,2007-08-18
799,115,23418,1988-04-21
800,38,23825,1988-02-13
801,22,17999,1983-02-12
802,64,13677,1987-08-08
803,105,16332,1974-07-15
804,140,20913,2012-08-19
805,27,6391,2017-04-03
806,91,21533,1979-03-08
807,81,21327,1971-11-01
808,31,10130,1994-09-20
809,59,7679,2004-07-17
810,133,27485,1971-01-14
811,27,23190,2015-02-17
812,45,12317,1988-11-28
813,69,22683,2017-05-07
814,109,11302,2015-06-22
815,22,19037,1983-01-01
816,120,10583,2019-08-18
817,51,19856,2003-11-04
818,35,22390,1995-05-20
819,2,29793,2017-10-24
820,63,7653,1975-04-11
821,106,18777,1981-03-02
822,110,23744,2009-09-07
823,31,5611,1980-09-30
824,147,7318,1998-07-17
825,150,9834,1998-09-08
826,122,17725,2000-02-14
827,147,24857,1984-09-06
828,150,24431,1986-03-23
829,85,15483,2001-11-05
830,82,14268,2009-09-30
831,50,8541,2014-04-07
832,53,26645,2008-04-01
833,36,19981,1978-05-12
834,16,19024,1980-06-06
835,126,17003,1991-12-15
836,134,7329,1985-06-17
837,45,10680,1998-02-18
838,15,28789,2001-01-22
839,21,16215,1980-12-12
840,57,27201,1978-06-21
841,131,25888,2009-03-06
842,17,23506,2014-07-13
843,20,9315,1980-01-29
844,25,5835,1986-05-31
845,133,16321,2004-03-24
846,5,23181,1976-07-19
847,63,23811,2012-04-26
848,42,13828,2010-10-02
849,56,16763,1980-11-26
850,138,15285,2011-01-25
851,129,23223,2001-11-20
852,91,5675,2000-11-14
853,116,16913,1995-07-25
854,111,21949,1979-06-05
855,146,6807,1976-09-25
856,27,6213,2010-10-16
857,91,22042,1974-10-10
858,19,19885,2005-10-05
859,78,10712,2013-07-26
860,121,25209,2016-10-20
861,4,11070,2001-10-25
862,70,10456,1997-01-28
863,49,8401,2012-07-25
864,149,8649,2011-05-06
865,19,11459,1984-11-18
866,99,24636,1982-06-05
867,136,29735,1999-02-23
868,128,24537,1985-06-18
869,51,12126,1992-07-24
870,88,17495,1979-07-13
871,110,20346,2014-11-25
872,8,6612,1993-06-13
873,131,9698,2017-05-08
874,14,8038,2004-02-05
875,23,11838,2005-08-20
876,64,23867,1992-11-05
877,133,10626,1993-12-02
878,30,21281,1995-01-18
879,42,19081,1997-10-18
880,135,23166,2002-10-10
881,30,9438,1988-10-01
882,109,17327,1983-12-14
883,87,13731,2001-02-17
884,137,25491,2018-04-30
885,11,22364,2017-03-09
886,119,17483,1987-04-26
887,3,9579,2013-05-13
888,120,21569,1975-03-26
889,72,6323,2000-05-07
890,56,16016,1978-12-08
891,116,10169,1980-08-11
892,16,23811,2019-06-12
893,43,13716,1977-03-10
894,18,25678,1992-07-09
895,95,23372,1981-04-13
896,124,24230,2013-04-03
897,137,14545,2011-07-08
898,98,7370,2002-11-01
899,146,7300,1970-11-10
900,86,5619,1993-08-09
901,57,7692,2001-08-23
902,34,14491,2017-03-18
903,22,24465,1974-04-11
904,146,22964,1976-09-26
905,46,26417,2005-08-16
906,135,19939,1982-08-05
907,113,23662,2014-07-27
908,146,23586,1983-05-26
909,79,7737,2009-09-02
910,110,23763,1970-11-25
911,133,14275,2003-10-31
912,133,15697,1995-04-11
913,61,9552,1978-12-08
914,14,18091,1972-08-23
915,111,17284,2004-02-08
916,16,6010,1989-04-28
917,86,27841,1978-09-01
918,71,16374,2001-12-09
919,129,14458,1999-03-12
920,59,17825,2018-03-06
921,95,5728,2004-02-27
922,73,17458,1972-03-21
923,49,28432,2013-07-09
924,146,26801,1996-09-26
925,122,25918,1975-10-20
926,140,25130,1979-11-22
927,102,27689,1979-02-06
928,37,28681,1982-12-04
929,26,11657,1981-08-01
930,32,9311,1987-12-24
931,89,15785,2012-11-22
932,80,26432,2005-02-10
933,116,22451,1996-04-18
934,92,22174,1970-12-30
935,37,11479,1975-02-21
936,95,10070,1977-05-20
937,138,10075,1995-01-01
938,91,24355,1973-04-16
939,132,12546,2010-07-16
940,23,7124,2002-08-03
941,104,6419,2005-03-11
942,36,21487,1988-04-02
943,77,17785,1991-05-10
944,99,28415,2000-04-13
945,117,12015,1978-06-08
946,59,29356,1990-01-13
947,147,7062,1981-09-03
948,45,29597,1984-10-20
949,52,12295,2008-10-03
950,3,5675,2014-09-17
951,119,29239,1994-09-24
952,101,16201,1994-03-11
953,65,12457,1984-08-06
954,117,10628,1992-09-09
955,100,23238,1982-12-06
956,52,11193,1994-09-30
957,102,14905,2003-08-26
958,66,9174,2018-04-24
959,69,7526,1976-01-05
960,5,22638,2019-02-28
961,141,18305,2018-08-31
962,18,13797,1989-02-19
963,65,21698,1984-08-03
964,134,8627,2009-07-21
965,94,21033,1989-08-18
966,128,28943,1986-12-23
967,143,9116,2013-07-15
968,60,13411,1991-05-24
969,122,26167,1992-05-06
970,17,12839,1970-08-24
971,95,23864,1978-01-27
972,134,15695,2011-11-17
973,75,25250,1977-07-07
974,13,26958,1980-06-21
975,60,5543,1981-12-31
976,100,11950,1991-03-28
977,137,7147,1996-12-28
978,122,21523,2006-07-26
979,129,23915,1998-04-29
980,72,13970,2018-11-02
981,76,29114,1999-04-18
982,31,27904,2011-02-28
983,126,20616,1987-08-22
984,139,25652,1993-11-15
985,103,7457,1987-10-21
986,18,23507,1982-03-17
987,135,26936,1985-11-07
988,63,27496,1998-05-07
989,79,9551,2016-08-01
990,43,22141,2006-11-28
991,14,8547,2010-02-16
992,66,20482,1998-08-07
993,68,19892,1972-07-15
994,54,22674,2002-10-15
995,88,14563,2019-02-19
996,41,12315,2010-09-12
997,49,9614,1973-01-11
998,126,10463,1983-03-05
999,147,13854,1989-10-27
